12:35:11.608 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  o.a.s.cache.ehcache.EhCacheManager - Cache with name 'cn.edu.fjnu.shiro.LoginRealm.authorizationCache' does not yet exist.  Creating now.
12:35:11.634 [ContainerBackgroundProcessor[StandardEngine[Catalina]]] INFO  o.a.s.cache.ehcache.EhCacheManager - Added EhCache named [cn.edu.fjnu.shiro.LoginRealm.authorizationCache]
15:20:03.842 [http-bio-8080-exec-3] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：111
15:20:08.020 [http-bio-8080-exec-7] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:20:12.920 [http-bio-8080-exec-7] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:23:40.698 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:23:45.165 [http-bio-8080-exec-7] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:30:20.376 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:30:24.548 [http-bio-8080-exec-1] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:33:50.053 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:33:54.490 [http-bio-8080-exec-1] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：randomCodeError
15:33:57.794 [http-bio-8080-exec-1] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:34:46.883 [http-bio-8080-exec-5] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:34:53.580 [http-bio-8080-exec-5] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：117
15:39:37.541 [http-bio-8080-exec-5] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:39:43.507 [http-bio-8080-exec-7] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：117
15:39:45.811 [http-bio-8080-exec-3] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
15:39:54.263 [http-bio-8080-exec-3] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
15:41:58.942 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
22:55:25.279 [http-bio-8080-exec-9] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
22:56:52.773 [http-bio-8080-exec-3] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
22:57:55.138 [http-bio-8080-exec-2] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
22:58:04.725 [http-bio-8080-exec-1] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
22:58:09.339 [http-bio-8080-exec-3] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
22:59:04.062 [http-bio-8080-exec-11] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
22:59:09.883 [http-bio-8080-exec-17] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:04:23.071 [http-bio-8080-exec-12] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:04:29.552 [http-bio-8080-exec-12] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:04:52.649 [http-bio-8080-exec-21] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:04:59.324 [http-bio-8080-exec-21] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:08:20.026 [http-bio-8080-exec-26] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:09:52.214 [http-bio-8080-exec-6] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:10:00.951 [http-bio-8080-exec-8] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:10:03.732 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:10:11.109 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：org.apache.shiro.authc.AuthenticationException
23:10:16.331 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：org.apache.shiro.authc.AuthenticationException
23:10:19.220 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:10:26.091 [http-bio-8080-exec-4] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:12:33.056 [http-bio-8080-exec-1] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:12:44.332 [http-bio-8080-exec-1] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:18:50.769 [http-bio-8080-exec-5] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:18:56.570 [http-bio-8080-exec-7] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:19:54.379 [http-bio-8080-exec-7] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:20:00.568 [http-bio-8080-exec-9] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:21:22.340 [http-bio-8080-exec-8] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:21:26.932 [http-bio-8080-exec-10] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：randomCodeError
23:21:32.200 [http-bio-8080-exec-10] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:23:33.428 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:23:45.360 [http-bio-8080-exec-4] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:24:02.194 [http-bio-8080-exec-4] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:24:08.186 [http-bio-8080-exec-4] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:28:21.986 [http-bio-8080-exec-7] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:28:31.118 [http-bio-8080-exec-9] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：110
23:29:21.797 [http-bio-8080-exec-6] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：null
23:29:27.703 [http-bio-8080-exec-6] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:33:12.281 [http-bio-8080-exec-7] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:33:19.615 [http-bio-8080-exec-4] INFO  c.e.f.s.LoginFormAuthenticationFilter - 尝试登录成功。登录用户：55
23:34:12.572 [http-bio-8080-exec-3] INFO  cn.edu.fjnu.shiro.SecurityController - 尝试登录失败。失败类型：org.apache.shiro.authc.IncorrectCredentialsException
